9,7,1
9,8,1
10,8,1
11,8,0
11,9,1
12,9,1
13,9,2
14,9,1
15,9,2
16,9,1
17,9,1
18,9,0
18,8,3
18,7,1
18,6,0
17,6,2
16,6,0
15,6,2
14,6,2
13,6,1
12,6,1
11,6,1
10,6,0
9,6,1
8,6,1
7,6,1
6,6,1
5,6,0
4,6,1
4,5,2
4,4,1
4,3,2
5,3,1
6,3,3
7,3,2
8,3,1
9,3,0
10,3,1
11,3,1
12,3,0
13,3,1
14,3,1
15,3,0
16,3,1
17,3,1
18,3,2
19,3,1
20,3,0
21,3,1
22,3,1
23,3,1
24,3,2
24,4,0
24,5,1
23,5,3
23,4,2
22,4,0
21,4,1
20,4,1
19,4,0
18,4,1
17,4,0
16,4,0
15,4,0
